sent,Given_label,Predicted_label
Can u please remind me to go to my friends house at 1:00 pm today,go to my friends house,my friends house
Good morning Soubia,Not Found,Good morning Soubia
Can you remind me to see movie on television,see movie,see movie
Make sure u call me at 8878076202,Not Found,sure u
And remind to take paras's speaker,take paras's speaker,take paras
Remind me at 5.30pm today for attend clicnic,attend clicnic,for attend clicnic
reminder of cash deposit on 29th nov at 9.30am,cash deposit,of cash deposit
yes i called him up thanks,Not Found,Not Found
"Hi, can you please remind me to talk to Subodh on 26th December",talk to Subodh,Not Found
Is my reminder on?,Not Found,Is my
Reminder subject,Not Found,Not Found
Why reminders are dimissed?,Why reminders are dimissed,Not Found
Can you remind me on 4 th December that I have to download Mrunals videos,download Mrunals videos,download Mrunals
Set a alram for 4 pm today,Not Found,Set a alram
Sry,Not Found,Not Found
Marriage reminder,Not Found,Not Found
Remind me to print photos this weekend,print photos,print photos
Please remind me about my atm visit at 3.30 pm,my atm visit,my atm visit
Remind me at 12 am,Not Found,Not Found
Please plz remind me at 3:30 pm for gift card purchase,gift card purchase,for gift card purchase
Tution reminder,Not Found,Not Found
Remind me today at night,Not Found,at night
Are the reminders personal?,Not Found,Are the reminders
Reminds me to have n apple at 10 pm,have n apple,have n apple
Tanu trivani,Not Found,Tanu trivani
Set reminder at 3:25 pm,Not Found,Not Found
Can you remind me about my rrvunl exam on 22nd November,my rrvunl exam,my rrvunl exam
There is more reminder I have tell to you,you,is more
Remind me at 10,Not Found,Not Found
Reduce my alarms from 10-3.,Reduce my alarms,my alarms
Ty for d reminder,Not Found,for d
Today alarm 05:03 pm,Not Found,Not Found
And what about other reminders,other reminders,about other reminders
Remind me to buy how to talk to anyone,talk to anyone,Not Found
Remind me about going to ECIT on Saturday @ 9 AM,going to ECIT,on @
"Meeting Reminder Date: November 15, 2016 Time: 10 00 pm Meeting with: Collimbia Venue: Kotnurdinne",Not Found,Meeting Date
Remind to put battery for charging at 8pm tonight,put battery for charging,put battery
I receive a call every day from you at around 9:00 pm I want to deactivate that,I receive a call,receive a call
Remind me at 6.30,Not Found,Not Found
7879449388,Not Found,Not Found
Well you have to remind me about a product,remind me about a product,me about a product
Will u call or SMS,call or SMS,u call
Please call 2 times,Not Found,Not Found
Remind me about saying something to my father at 1pm,saying something to my father,saying something
"Dan, does haptik has the feature of gps based reminder??","Dan, does haptik has the feature of gps based reminder",has the feature
I want this reminder from 11:00 AM to 11:00 PM,Not Found,want this
Reminders,Not Found,Not Found
Please call till i attend the call,Not Found,Please call till
Can you set same at 14:30 also,Not Found,Not Found
Hello gud mrng,Not Found,Hello gud mrng
I would prefer a call every hour than a chat msg,prefer a call and than a chat msg,than a chat msg
I had called him,called him,Not Found
Remind me tomorrow that i have to take my mother to dentist tomorrow at 8:30 A.M,take my mother to dentist,take my mother
Kk thanks fr reminding,Not Found,Kk thanks
And reminder to take tablets,take tablets,take tablets
Remind me on 22nd novemver 2016 that i have to take all my bags from pankaj the one i kept in his godown,take all my bags from pankaj the one i kept in his godown,pankaj the one i
Remind me to sing,sing,Not Found
Please give me some suggest about English speaking??,give me some suggest about English speaking??,suggest about English speaking
Remind me in ram Mandir,Not Found,me in ram Mandir
I like to get a reminder on 28th November by morning 12 o' clock it is my friend's birthday,clock it is my friend's birthday,is my friend
Remind me at 7pm today to prepare DBMS ppt.,prepare DBMS ppt,prepare DBMS ppt
Remind me to turn on washing machine today at 945am,turn on washing machine,washing machine
Remind me to enquir for versa tommorow at 9 am,enquir for versa,enquir for versa tommorow
Remind me from 8pm 6am,Not Found,Not Found
Can you please close the reminders for me?,Not Found,close the reminders
But i need the alarm for everyday,Not Found,need the alarm
Tcs meeting reminder at 10 am today,meeting reminder,Tcs meeting
Can you remind me that I have to buy gifts at 11 am today,buy gifts,buy gifts
I have already set this reminder before,Not Found,set this
Remind me to create APG Deck on 25th November. Thanks.,create APG Deck,create APG Deck
Remind me for sample request for cutmac,sample request for cutmac,me for sample request
Please remind me to buy cold cream,Not Found,buy cold cream
Can u remind me at 6 pm today for doing pooja in office atrange milk,doing pooja,in office atrange milk
Also set up an alarm at 7.30,Not Found,an alarm
Make reminder for me at 8:45 pm,Not Found,Not Found
Hi can you remind me to change profile to silent,change profile to silent,change profile
Change my alarm to 7:55am,Not Found,my alarm
I'm done with getting reminder,done with getting reminder,Not Found
Remind me to submit pan form,submit pan form,submit pan form
I want to set another reminder,another reminder,set another
remind me from 9:00AM to 10:00PM,Not Found,Not Found
Pl remind me to prepare excel sheet for Gst at 2 p.m. today,prepare excel sheet for Gst,prepare excel sheet
Give me calls at 5:00 am 5:30 am n 5:45 am today,Not Found,Not Found
How can we set to-do list ?,Not Found,set to-do list
Remind all of them at 9:20 AM today,them,Not Found
Thanks call has been done,been done,Thanks call
N second reminder is also ....I want to set,Not Found,Not Found
Only 5000.remind me by 7 pm,Not Found,Not Found
u Remind me of my x her name was anjali too,my x her name was anjali too,my x
The schedule is from 8.00 am to 12.00 midnight.,Not Found,The schedule
"Hi,remind tmrw at 11:30am to but mattress",but mattress,Not Found
Thx,Not Found,Not Found
Remind me after 25 minutes.,Not Found,Not Found
Please remind me to courier clerk stamp to Shameer clerk Tirur,courier clerk stamp to Shameer clerk Tirur,courier clerk stamp
Can you alert me about new givt jobs,new givt jobs,alert me about new givt jobs
Remind Me at 11 am on 30th November 2016 That Your Accounts Lecture is there at Mensa Classes from 12 pm - 1.30 pm.,Your Accounts Lecture is there at Mensa Classes,is there at Mensa Classes
Do you have any idea about for today's bank timing?,any idea about for today's bank timing,have any idea
I want to set a remainder of 8am,Not Found,set a remainder
Also remind me to put eyedrops in my eyes every three hours,put eyedrops in my eyes,put eyedrops
From tomorrow message and remind me to eat every 3hrs,eat,From message
Plz remind me for relaince gallary work,relaince gallary work,me for relaince
I'm Vignesh Murali's son...Can u set alarm for me?,Vignesh Murali's son,'m Vignesh Murali
Remind me to pay rent,pay rent,pay rent
Remind me on 9th December Convocation form submit,December Convocation form submit,December Convocation form submit
Give me a reminder at 1:30pm today,Give me a reminder,Give me a
"Thanks ruksar...please set a reminder at 3 pm today title as ""theory of machines 2""",theory of machines 2,set a
But I want to name this reminder,Not Found,name this
Remind me to send meeting invite to manju today 9 am,send meeting invite to manju,send meeting invite
Reminder for Rocky's birthday gift and shopping for mom in law,Rocky's birthday gift and shopping for mom,for Rocky
"Yes, please remind me everyday",Not Found,Not Found
Remind to practice guitar daily at 5 pm,practice guitar,practice guitar
"Actually the phone number which I have registered , I doesn't keep it with me every time. I carry another phone. So I want to set reminder to the phone number which I carry every time. Can u do this??","the phone number which I have registered , I doesn't keep it with me and I carry another phone and the phone number which I carry and Can u do this??",Actually the phone number
Remind to collect final version from mahalingapuram tomorrow at 9am,collect final version from mahalingapuram,collect final version
Hyy remind me to purchase nylon thread at 1:00 pm today,purchase nylon thread,purchase nylon thread
Can you remind me to eat at 8 pm,eat,Not Found
Hey can u remind me to return my library book on 9/12/16,return my library book,return my library book
one more alarm,Not Found,more alarm
Pls call in another 15min,Not Found,Pls call
Remind me for doing my homework,doing my homework,doing my homework
Remind me to book a bus ticket at 3 o clock,book a bus ticket,a bus ticket
Any of my reminder,Not Found,Not Found
Nothing but remind me to see every match of Chelsea FC,see every match of Chelsea FC,see every match
I need a reminder at 1:30 pm and 2 pm,Not Found,need a
Remind me to go to doc morning at 11,go to doc morning at 11,doc morning
Remind me to visit aga building on Sunday at 10 am.,visit aga building,building on
Pl. Remind me for somil school at 9.00 am today.,somil school,me for somil school
Remind me to eat fruits during break today..,eat fruits during break,during break today..
Please remind me at 10 am,Not Found,Not Found
It's very important please call,Not Found,'s very important please call
Actually Deepika whenever I need this I will tell you to remind me,remind me,Actually Deepika
I hav to cncl my reminder,Not Found,cncl my
How to edit recent entered birthday wish reminder,edit recent entered birthday wish,entered birthday wish
Is this reminder set for everyday or just for today??,Not Found,Is this set
It should tell me what the reminder is,what the reminder,Not Found
Keep this reminder for everyday,Not Found,Keep this
Hey remind me to go to a party at 6pm today,go to a party,a party
Remind me of buying cell,buying cell,buying cell
Please remind me to withdraw money from ATM at 1900 hrs today,withdraw money from ATM,withdraw money
And also set at 6am,Not Found,Not Found
plz remind me to reserve tickets for jind campus,reserve tickets for jind campus,for jind campus
I have already talked about this with many of my friends. They will be using it too. It's a great app and it comes with a big thank you to you people who are ready to help us,this with many of my friends and using it too. It's a great app and it comes with a big and you people who are ready to help us,comes with a big thank
Remind me to buy books,buy books,buy books
Remind me at 12 today . I have to press my dress,press my dress,press my dress
